target_time,standard_actual_time,optimized_actual_time,reference_actual_time,max_abs_time_mismatch
0.65,0.650386126634443,0.650386126634443,0.649787088458658,0.00038612663444304
0.95,0.949857704717534,0.949857704717534,0.95020563895727,0.000205638957269549
1.25,1.25024790727327,1.25024790727327,1.25014428761802,0.000247907273272618
