时间_s,归一化振幅,物理震源振幅
0.0275587341794256,-3.5835327139005e-05,-3583.5327139005
0.0280180464157493,-4.02872734252285e-05,-4028.72734252285
0.0284773586520731,-4.52628748719461e-05,-4526.28748719461
0.0289366708883968,-5.08199130207716e-05,-5081.99130207716
0.0293959831247206,-5.70220712366269e-05,-5702.20712366269
0.0298552953610443,-6.39394811361795e-05,-6393.94811361795
0.0303146075973681,-7.16493131925558e-05,-7164.93131925558
0.0307739198336919,-8.02364143864671e-05,-8023.64143864671
0.0312332320700156,-8.97939958851002e-05,-8979.39958851002
0.0316925443063394,-0.00010042437383707,-10042.437383707
0.0321518565426631,-0.000112239766473084,-11223.9766473084
0.0326111687789869,-0.000125363150796256,-12536.3150796256
0.0330704810153107,-0.000139929182231709,-13992.9182231709
0.0335297932516344,-0.000156085180680442,-15608.5180680442
0.0339891054879582,-0.000173992186485522,-17399.2186485522
0.0344484177242819,-0.000193826089867619,-19382.6089867619
0.0349077299606057,-0.000215778837419323,-21577.8837419323
0.0353670421969295,-0.000240059719261525,-24005.9719261525
0.0358263544332532,-0.000266896740457706,-26689.6740457706
0.036285666669577,-0.000296538080250805,-29653.8080250805
0.0367449789059007,-0.000329253642629535,-32925.3642629535
0.0372042911422245,-0.00036533670164381,-36533.670164381
0.0376636033785483,-0.000405105644769121,-40510.5644769121
0.038122915614872,-0.000448905817464279,-44890.5817464279
0.0385822278511958,-0.000497111471872377,-49711.1471872377
0.0390415400875195,-0.000550127822378049,-55012.7822378049
0.0395008523238433,-0.0006083932104512,-60839.32104512
0.0399601645601671,-0.000672381380875257,-67238.1380875257
0.0404194767964908,-0.000742603871072541,-74260.3871072541
0.0408787890328146,-0.000819612514797427,-81961.2514797427
0.0413381012691383,-0.000904002060965372,-90400.2060965372
0.0417974135054621,-0.000996412907819594,-99641.2907819594
0.0422567257417858,-0.00109753395200295,-109753.395200295
0.0427160379781096,-0.00120810555139774,-120810.555139774
0.0431753502144334,-0.00132892259981642,-132892.259981642
0.0436346624507571,-0.00146083771076953,-146083.771076953
0.0440939746870809,-0.00160476450659937,-160476.450659937
0.0445532869234046,-0.00176168100824779,-176168.100824779
0.0450125991597284,-0.0019326331198201,-193263.31198201
0.0454719113960522,-0.00211873820091402,-211873.820091402
0.0459312236323759,-0.00232118871840041,-232118.871840041
0.0463905358686997,-0.00254125596797017,-254125.596797017
0.0468498481050234,-0.0027802938542998,-278029.38542998
0.0473091603413472,-0.00303974271713565,-303974.271713565
0.047768472577671,-0.00332113318895524,-332113.318895524
0.0482277848139947,-0.00362609006813573,-362609.006813573
0.0486870970503185,-0.00395633618974555,-395633.618974555
0.0491464092866422,-0.00431369627418044,-431369.627418044
0.049605721522966,-0.00470010073189338,-470010.073189338
0.0500650337592898,-0.00511758940042444,-511758.940042444
0.0505243459956135,-0.00556831518782868,-556831.518782868
0.0509836582319373,-0.00605454759443569,-605454.759443569
0.051442970468261,-0.00657867608266093,-657867.608266093
0.0519022827045848,-0.00714321326233982,-714321.326233982
0.0523615949409085,-0.0077507978567787,-775079.78567787
0.0528209071772323,-0.00840419741242904,-840419.741242904
0.0532802194135561,-0.00910631071280427,-910631.071280427
0.0537395316498798,-0.00986016985499036,-986016.985499036
0.0541988438862036,-0.0106689419448676,-1066894.19448676
0.0546581561225273,-0.0115359303649831,-1153593.03649831
0.0551174683588511,-0.0124645755669093,-1246457.55669093
0.0555767805951749,-0.0134584553379152,-1345845.53379152
0.0560360928314986,-0.0145212844898933,-1452128.44898933
0.0564954050678224,-0.0156569139167379,-1565691.39167379
0.0569547173041461,-0.0168693289648036,-1686932.89648036
0.0574140295404699,-0.0181626470596927,-1816264.70596927
0.0578733417767937,-0.0195411145314783,-1954111.45314783
0.0583326540131174,-0.0210091025795703,-2100910.25795703
0.0587919662494412,-0.0225711023178285,-2257110.23178285
0.0592512784857649,-0.0242317188402307,-2423171.88402307
0.0597105907220887,-0.0259956642474608,-2599566.42474608
0.0601699029584125,-0.0278677495752147,-2786774.95752147
0.0606292151947362,-0.0298528755658613,-2985287.55658613
0.06108852743106,-0.0319560222263843,-3195602.22263843
0.0615478396673837,-0.0341822371172813,-3418223.71172813
0.0620071519037075,-0.0365366223193551,-3653662.23193551
0.0624664641400312,-0.0390243200281191,-3902432.00281191
0.062925776376355,-0.0416504967288815,-4165049.67288814
0.0633850886126788,-0.0444203259095013,-4442032.59095013
0.0638444008490025,-0.0473389692723421,-4733896.92723421
0.0643037130853263,-0.0504115564121102,-5041155.64121102
0.06476302532165,-0.0536431629320697,-5364316.29320697
0.0652223375579738,-0.0570387869775932,-5703878.69775932
0.0656816497942976,-0.0606033241731388,-6060332.41731388
0.0661409620306213,-0.0643415409565654,-6434154.09565654
0.0666002742669451,-0.06825804631318,-6825804.631318
0.0670595865032688,-0.0723572619210906,-7235726.19210906
0.0675188987395926,-0.0766433907292684,-7664339.07292684
0.0679782109759164,-0.0811203840002249,-8112038.40002249
0.0684375232122401,-0.0857919068603284,-8579190.68603284
0.0688968354485639,-0.0906613024125385,-9066130.24125385
0.0693561476848876,-0.0957315544786366,-9573155.44786366
0.0698154599212114,-0.101005249050906,-10100524.9050906
0.0702747721575352,-0.10648453454654,-10648453.454654
0.0707340843938589,-0.112171080971865,-11217108.0971865
0.0711933966301827,-0.118066038117609,-11806603.8117609
0.0716527088665064,-0.124169992920926,-12416999.2920926
0.0721120211028302,-0.130482926144599,-13048292.6144599
0.072571333339154,-0.137004168538677,-13700416.8538677
0.0730306455754777,-0.143732356664748,-14373235.6664748
0.0734899578118015,-0.150665388577886,-15066538.8577886
0.0739492700481252,-0.157800379576097,-15780037.9576097
0.074408582284449,-0.165133618241494,-16513361.8241494
0.0748678945207727,-0.172660523011646,-17266052.3011646
0.0753272067570965,-0.180375599533051,-18037559.9533051
0.0757865189934203,-0.188272399061778,-18827239.9061778
0.076245831229744,-0.196343478188526,-19634347.8188526
0.0767051434660678,-0.204580360176722,-20458036.0176722
0.0771644557023915,-0.212973498212632,-21297349.8212632
0.0776237679387153,-0.221512240875638,-22151224.0875638
0.0780830801750391,-0.230184800144721,-23018480.0144721
0.0785423924113628,-0.238978222263634,-23897822.2263634
0.0790017046476866,-0.247878361792109,-24787836.1792108
0.0794610168840103,-0.256869859173612,-25686985.9173612
0.0799203291203341,-0.265936122151476,-26593612.2151476
0.0803796413566579,-0.275059311364558,-27505931.1364558
0.0808389535929816,-0.284220330450886,-28422033.0450886
0.0812982658293054,-0.293398820982761,-29339882.0982761
0.0817575780656291,-0.302573162549609,-30257316.2549609
0.0822168903019529,-0.311720478295216,-31172047.8295216
0.0826762025382766,-0.320816646203912,-32081664.6203912
0.0831355147746004,-0.329836316415665,-32983631.6415665
0.0835948270109242,-0.338752934832846,-33875293.4832846
0.0840541392472479,-0.347538773261612,-34753877.3261612
0.0845134514835717,-0.356164966308448,-35616496.6308448
0.0849727637198955,-0.364601555227339,-36460155.5227339
0.0854320759562192,-0.372817538885373,-37281753.8885373
0.085891388192543,-0.380780931984395,-38078093.1984395
0.0863507004288667,-0.388458830643568,-38845883.0643568
0.0868100126651905,-0.395817485412624,-39581748.5412624
0.0872693249015142,-0.402822381748122,-40282238.1748122
0.087728637137838,-0.409438327945465,-40943832.7945465
0.0881879493741618,-0.415629550477799,-41562955.0477799
0.0886472616104855,-0.421359796649474,-42135979.6649474
0.0891065738468093,-0.426592444426645,-42659244.4426645
0.089565886083133,-0.431290619261113,-43129061.9261113
0.0900251983194568,-0.435417317675783,-43541731.7675783
0.0904845105557806,-0.438935537331548,-43893553.7331548
0.0909438227921043,-0.44180841324619,-44180841.324619
0.0914031350284281,-0.443999359786321,-44399935.9786321
0.0918624472647518,-0.445472218003871,-44547221.8003871
0.0923217595010756,-0.446191407839367,-44619140.7839367
0.0927810717373994,-0.446122084665733,-44612208.4665733
0.0932403839737231,-0.445230299598799,-44523029.9598799
0.0936996962100469,-0.443483162954613,-44348316.2954613
0.0941590084463706,-0.440849010189275,-44084901.0189275
0.0946183206826944,-0.437297569614848,-43729756.9614848
0.0950776329190181,-0.432800131145181,-43280013.1145181
0.0955369451553419,-0.427329715288745,-42732971.5288745
0.0959962573916657,-0.420861241572024,-42086124.1572024
0.0964555696279894,-0.413371695547158,-41337169.5547158
0.0969148818643132,-0.40484029351156,-40484029.351156
0.097374194100637,-0.395248644045669,-39524864.4045669
0.0978335063369607,-0.384580905457972,-38458090.5457972
0.0982928185732845,-0.372823938214341,-37282393.8214341
0.0987521308096082,-0.359967451421837,-35996745.1421837
0.099211443045932,-0.346004142435624,-34600414.2435624
0.0996707552822557,-0.3309298286618,-33092982.86618
0.10013006751858,-0.314743570638835,-31474357.0638835
0.100589379754903,-0.297447785496241,-29744778.5496241
0.101048691991227,-0.279048349910986,-27904834.9910986
0.101508004227551,-0.259554691710182,-25955469.1710182
0.101967316463875,-0.238979869302727,-23897986.9302727
0.102426628700198,-0.217340638162804,-21734063.8162804
0.102885940936522,-0.194657503634391,-19465750.3634391
0.103345253172846,-0.17095475937809,-17095475.937809
0.10380456540917,-0.146260510839456,-14626051.0839456
0.104263877645493,-0.120606683181433,-12060668.3181433
0.104723189881817,-0.0940290131921774,-9402901.31921774
0.105182502118141,-0.0665670247531622,-6656702.47531622
0.105641814354465,-0.0382639875307303,-3826398.75307303
0.106101126590788,-0.00916685863670429,-916685.863670429
0.106560438827112,0.020673792910086,2067379.2910086
0.107019751063436,0.0512038789999663,5120387.89999663
0.10747906329976,0.0823659025125054,8236590.25125054
0.107938375536083,0.114099084552197,11409908.4552197
0.108397687772407,0.146339508635113,14633950.8635113
0.108857000008731,0.17902028152458,17902028.152458
0.109316312245055,0.212071710316107,21207171.0316107
0.109775624481378,0.245421495274214,24542149.5274214
0.110234936717702,0.278994937827025,27899493.7827025
0.110694248954026,0.312715163029258,31271516.3029258
0.11115356119035,0.346503355711146,34650335.5711146
0.111612873426673,0.380279009440591,38027900.9440591
0.112072185662997,0.413960187339097,41396018.7339097
0.112531497899321,0.447463793709466,44746379.3709466
0.112990810135645,0.480705855355345,48070585.5355345
0.113450122371969,0.513601811400296,51360181.1400296
0.113909434608292,0.546066810347545,54606681.0347545
0.114368746844616,0.578016013061549,57801601.3061549
0.11482805908094,0.609364900299475,60936490.0299475
0.115287371317264,0.640029583375177,64002958.3375177
0.115746683553587,0.669927116500527,66992711.6500527
0.116205995789911,0.698975809319559,69897580.9319559
0.116665308026235,0.727095538129968,72709553.8129968
0.117124620262559,0.754208054274437,75420805.4274437
0.117583932498882,0.780237288181188,78023728.8181188
0.118043244735206,0.805109647539183,80510964.7539183
0.11850255697153,0.828754308108644,82875430.8108644
0.118961869207854,0.851103495691991,85110349.5691991
0.119421181444177,0.872092757823844,87209275.7823844
0.119880493680501,0.891661223781286,89166122.3781286
0.120339805916825,0.909751851566923,90975185.1566923
0.120799118153149,0.92631166057712,92631166.057712
0.121258430389472,0.941291948735909,94129194.8735909
0.121717742625796,0.954648492950861,95464849.2950861
0.12217705486212,0.966341731830513,96634173.1830513
0.122636367098444,0.976336929692992,97633692.9692992
0.123095679334767,0.98460432099187,98460432.099187
0.123554991571091,0.991119234387349,99111923.4387349
0.124014303807415,0.995862195797998,99586219.5797998
0.124473616043739,0.998819009879731,99881900.9879731
0.124932928280062,0.999980819493795,99998081.9493795
0.125392240516386,0.999344142843547,99934414.2843547
0.12585155275271,0.996910888079834,99691088.8079834
0.126310864989034,0.992688345296248,99268834.5296248
0.126770177225358,0.986689155957405,98668915.5957405
0.127229489461681,0.978931259925056,97893125.9925056
0.127688801698005,0.969437820367383,96943782.0367383
0.128148113934329,0.958237126955509,95823712.6955509
0.128607426170653,0.945362477867261,94536247.7867261
0.129066738406976,0.93085204123084,93085204.123084
0.1295260506433,0.914748696749489,91474869.6749489
0.129985362879624,0.897099858351891,89709985.8351891
0.130444675115948,0.877957278811112,87795727.8811112
0.130903987352271,0.85737683736691,85737683.736691
0.131363299588595,0.835418311471491,83541831.1471491
0.131822611824919,0.812145133856909,81214513.3856909
0.132281924061243,0.787624136192636,78762413.6192636
0.132741236297566,0.761925280664175,76192528.0664175
0.13320054853389,0.73512138085742,73512138.085742
0.133659860770214,0.707287813378604,70728781.3378604
0.134119173006538,0.678502221675897,67850222.1675897
0.134578485242861,0.648844213555764,64884421.3555764
0.135037797479185,0.618395053905197,61839505.3905197
0.135497109715509,0.587237354139584,58723735.4139584
0.135956421951833,0.555454759895588,55545475.9895588
0.136415734188156,0.523131638478938,52313163.8478938
0.13687504642448,0.490352767558677,49035276.7558677
0.137334358660804,0.457203026572457,45720302.6572457
0.137793670897128,0.423767092272172,42376709.2272172
0.138252983133452,0.390129139795876,39012913.9795876
0.138712295369775,0.356372550601112,35637255.0601112
0.139171607606099,0.322579628536717,32257962.8536717
0.139630919842423,0.288831325265488,28883132.5265488
0.140090232078747,0.255206976179355,25520697.6179355
0.14054954431507,0.221784047872348,22178404.7872348
0.141008856551394,0.188637898155381,18863789.8155381
0.141468168787718,0.155841549511287,15584154.9511287
0.141927481024042,0.12346547679922,12346547.679922
0.142386793260365,0.0915774099252678,9157740.99252678
0.142846105496689,0.0602421521013889,6024215.21013889
0.143305417733013,0.0295214142184158,2952141.42184158
0.143764729969337,-0.000526334238560401,-52633.4238560401
0.14422404220566,-0.0298459974019233,-2984599.74019233
0.144683354441984,-0.0583859681274225,-5838596.81274225
0.145142666678308,-0.0860982258578992,-8609822.58578992
0.145601978914632,-0.112938417203707,-11293841.7203707
0.146061291150955,-0.138865919291682,-13886591.9291682
0.146520603387279,-0.163843886025001,-16384388.6025001
0.146979915623603,-0.187839277483486,-18783927.7483486
0.147439227859927,-0.210822872777537,-21082287.2777537
0.14789854009625,-0.232769266748395,-23276926.6748395
0.148357852332574,-0.253656850982443,-25365685.0982443
0.148817164568898,-0.273467779677441,-27346777.9677441
0.149276476805222,-0.292187920963523,-29218792.0963523
0.149735789041545,-0.309806794341337,-30980679.4341337
0.150195101277869,-0.326317494953561,-32631749.4953561
0.150654413514193,-0.341716605453978,-34171660.5453978
0.151113725750517,-0.356004096280338,-35600409.6280338
0.151573037986841,-0.369183215173112,-36918321.5173112
0.152032350223164,-0.381260366812077,-38126036.6812077
0.152491662459488,-0.392244983466365,-39224498.3466365
0.152950974695812,-0.402149387571231,-40214938.7571231
0.153410286932136,-0.410988647156455,-41098864.7156455
0.153869599168459,-0.418780425057115,-41878042.5057115
0.154328911404783,-0.425544822837588,-42554482.2837588
0.154788223641107,-0.431304220354298,-43130422.0354299
0.155247535877431,-0.436083111872114,-43608311.1872114
0.155706848113754,-0.43990793963371,-43990793.963371
0.156166160350078,-0.442806925760925,-44280692.5760925
0.156625472586402,-0.444809903342432,-44480990.3342432
0.157084784822726,-0.445948147533276,-44594814.7533276
0.157544097059049,-0.44625420745934,-44625420.745934
0.158003409295373,-0.445761739683959,-44576173.9683959
0.158462721531697,-0.444505343954979,-44450534.3954979
0.158922033768021,-0.442520401909124,-44252040.1909124
0.159381346004344,-0.439842919366711,-43984291.9366711
0.159840658240668,-0.436509372804162,-43650937.2804162
0.160299970476992,-0.4325565605446,-43255656.05446
0.160759282713316,-0.428021459158507,-42802145.9158507
0.161218594949639,-0.422941085517416,-42294108.5517416
0.161677907185963,-0.417352364894043,-41735236.4894044
0.162137219422287,-0.411292005452773,-41129200.5452773
0.162596531658611,-0.40479637942497,-40479637.942497
0.163055843894935,-0.39790141121487,-39790141.121487
0.163515156131258,-0.390642472633762,-39064247.2633762
0.163974468367582,-0.383054285413323,-38305428.5413323
0.164433780603906,-0.375170831103458,-37517083.1103458
0.16489309284023,-0.367025268415989,-36702526.8415989
0.165352405076553,-0.358649858033438,-35864985.8033438
0.165811717312877,-0.350075894861898,-35007589.4861898
0.166271029549201,-0.341333647668929,-34133364.7668929
0.166730341785525,-0.332452306011619,-33245230.6011619
0.167189654021848,-0.323459934326505,-32345993.4326505
0.167648966258172,-0.314383433022111,-31438343.3022111
0.168108278494496,-0.305248506386424,-30524850.6386424
0.16856759073082,-0.296079637095849,-29607963.7095849
0.169026902967143,-0.286900067088951,-28690006.7088951
0.169486215203467,-0.277731784547727,-27773178.4547727
0.169945527439791,-0.26859551671123,-26859551.671123
0.170404839676115,-0.259510728230958,-25951072.8230958
0.170864151912438,-0.25049562476465,-25049562.476465
0.171323464148762,-0.241567161494765,-24156716.1494765
0.171782776385086,-0.232741056250029,-23274105.6250029
0.17224208862141,-0.224031806902815,-22403180.6902815
0.172701400857733,-0.215452712711774,-21545271.2711774
0.173160713094057,-0.207015899277867,-20701589.9277867
0.173620025330381,-0.198732346782721,-19873234.6782721
0.174079337566705,-0.190611921180844,-19061192.1180844
0.174538649803028,-0.182663408021627,-18266340.8021627
0.174997962039352,-0.174894548583061,-17489454.8583061
0.175457274275676,-0.167312078006571,-16731207.8006571
0.175916586512,-0.159921765131179,-15992176.5131179
0.176375898748324,-0.152728453735261,-15272845.3735261
0.176835210984647,-0.145736104905184,-14573610.4905184
0.177294523220971,-0.138947840262198,-13894784.0262198
0.177753835457295,-0.13236598579167,-13236598.579167
0.178213147693619,-0.125992116032266,-12599211.6032266
0.178672459929942,-0.119827098396627,-11982709.8396627
0.179131772166266,-0.113871137409488,-11387113.7409488
0.17959108440259,-0.108123818663863,-10812381.8663863
0.180050396638914,-0.102584152310742,-10258415.2310742
0.180509708875237,-0.097250615912703,-9725061.5912703
0.180969021111561,-0.0921211965066674,-9212119.65066674
0.181428333347885,-0.0871934317358413,-8719343.17358413
0.181887645584209,-0.0824644499253895,-8246444.99253895
0.182346957820532,-0.077931008990674,-7793100.8990674
0.182806270056856,-0.0735895340807804,-7358953.40807804
0.18326558229318,-0.0694361538735427,-6943615.38735427
0.183724894529504,-0.0654667354512745,-6546673.54512745
0.184184206765827,-0.0616769176989023,-6167691.76989023
0.184643519002151,-0.0580621431780964,-5806214.31780964
0.185102831238475,-0.0546176884423186,-5461768.84423186
0.185562143474799,-0.0513386927683785,-5133869.27683785
0.186021455711122,-0.0482201852901256,-4822018.52901256
0.186480767947446,-0.0452571105292679,-4525711.05292679
0.18694008018377,-0.0424443523270039,-4244435.23270039
0.187399392420094,-0.0397767561881573,-3977675.61881573
0.187858704656418,-0.0372491500568486,-3724915.00568486
0.188318016892741,-0.0348563635493843,-3485636.35493843
0.188777329129065,-0.0325932456760563,-3259324.56760563
0.189236641365389,-0.0304546810888778,-3045468.10888778
0.189695953601713,-0.0284356048970072,-2843560.48970072
0.190155265838036,-0.0265310160957054,-2653101.60957054
0.19061457807436,-0.0247359896581903,-2473598.96581903
0.191073890310684,-0.0230456873426942,-2304568.73426942
0.191533202547008,-0.021455367269441,-2145536.7269441
0.191992514783331,-0.0199603923241572,-1996039.23241572
0.192451827019655,-0.0185562374461493,-1855623.74461493
0.192911139255979,-0.0172384958599485,-1723849.58599485
0.193370451492303,-0.0160028843100724,-1600288.43100724
0.193829763728626,-0.0148452473586154,-1484524.73586154
0.19428907596495,-0.0137615608051849,-1376156.08051849
0.194748388201274,-0.0127479342881833,-1274793.42881833
0.195207700437598,-0.0118006131256179,-1180061.31256179
0.195667012673921,-0.0109159794525501,-1091597.94525501
0.196126324910245,-0.0100905527109786,-1009055.27109786
0.196585637146569,-0.00932098954643768,-932098.954643768
0.197044949382893,-0.00860408316389363,-860408.316389363
0.197504261619216,-0.0079367621936771,-793676.219367709
0.19796357385554,-0.00731608911621278,-731608.911621278
0.198422886091864,-0.0067392582922306,-673925.82922306
0.198882198328188,-0.00620359364298342,-620359.364298342
0.199341510564511,-0.00570654602277699,-570654.602277699
0.199800822800835,-0.00524569032385791,-524569.032385791
0.200260135037159,-0.00481872235142179,-481872.235142179
0.200719447273483,-0.00442345550421524,-442345.550421524
0.201178759509807,-0.00405781729392343,-405781.729392343
0.20163807174613,-0.00371984573427649,-371984.573427649
0.202097383982454,-0.00340768562858341,-340768.562858341
0.202556696218778,-0.00311958478222154,-311958.478222154
0.203016008455102,-0.00285389016448527,-285389.016448527
0.203475320691425,-0.00260904404213391,-260904.404213391
0.203934632927749,-0.00238358010498572,-238358.010498572
0.204393945164073,-0.00217611960198717,-217611.960198717
0.204853257400397,-0.00198536750434866,-198536.750434866
0.20531256963672,-0.00181010871058388,-181010.871058388
0.205771881873044,-0.00164920430662337,-164920.430662337
0.206231194109368,-0.00150158789259372,-150158.789259372
0.206690506345692,-0.00136626198636567,-136626.198636567
0.207149818582015,-0.00124229451257595,-124229.451257595
0.207609130818339,-0.00112881538451903,-112881.538451903
0.208068443054663,-0.00102501318508621,-102501.318508621
0.208527755290987,-0.000930131951797801,-93013.1951797801
0.20898706752731,-0.000843468069929173,-84346.8069929173
0.209446379763634,-0.000764367276769745,-76436.7276769745
0.209905691999958,-0.000692221779174029,-69222.1779174029
0.210365004236282,-0.000626467485761847,-62646.7485761847
0.210824316472605,-0.000566581354398553,-56658.1354398553
0.211283628708929,-0.000512078854931563,-51207.8854931563
0.211742940945253,-0.000462511546573692,-46251.1546573692
0.212202253181577,-0.000417464768803066,-41746.4768803066
0.212661565417901,-0.000376555444189995,-37655.5444189995
0.213120877654224,-0.000339429991159701,-33942.9991159701
0.213580189890548,-0.000305762344352452,-30576.2344352452
0.214039502126872,-0.000275252079945755,-27525.2079945755
0.214498814363196,-0.000247622643053333,-24762.2643053333
0.214958126599519,-0.000222619674109157,-22261.9674109157
0.215417438835843,-0.000200009430978203,-20000.9430978203
0.215876751072167,-0.00017957730340581,-17957.730340581
0.216336063308491,-0.000161126416321024,-16112.6416321024
0.216795375544814,-0.000144476318443278,-14447.6318443278
0.217254687781138,-0.000129461752603086,-12946.1752603086
0.217714000017462,-0.000115931504173343,-11593.1504173343
0.218173312253786,-0.000103747324015694,-10374.7324015694
0.218632624490109,-9.27829223737083e-05,-9278.29223737083
0.219091936726433,-8.29230301889141e-05,-8292.30301889141
0.219551248962757,-7.4062524374965e-05,-7406.2524374965
0.220010561199081,-6.61056136571337e-05,-6610.56136571337
0.220469873435404,-5.89650816672051e-05,-5896.50816672051
0.220929185671728,-5.25615840757837e-05,-5256.15840757837
0.221388497908052,-4.68229966434822e-05,-4682.29966434822
0.221847810144376,-4.16838111779013e-05,-4168.38111779013
0.222307122380699,-3.70845764934175e-05,-3708.45764934175
0.222766434617023,-3.29713815843094e-05,-3297.13815843094
0.223225746853347,-2.92953783376022e-05,-2929.53783376022
0.223685059089671,-2.60123412291596e-05,-2601.23412291596
0.224144371325994,-2.30822615641815e-05,-2308.22615641815
0.224603683562318,-2.04689739405148e-05,-2046.89739405148
0.225062995798642,-1.81398127294494e-05,-1813.98127294494
0.225522308034966,-1.60652964832927e-05,-1606.52964832927
0.22598162027129,-1.42188382915174e-05,-1421.88382915174
0.226440932507613,-1.25764802172074e-05,-1257.64802172074
0.226900244743937,-1.11166500525212e-05,-1111.66500525212
0.227359556980261,-9.81993873565305e-06,-981.993873565305
0.227818869216585,-8.66889687205249e-06,-866.88968720525
0.228278181452908,-7.6478488992733e-06,-764.78488992733
0.228737493689232,-6.74272352762682e-06,-674.272352762682
0.229196805925556,-5.94089917770638e-06,-594.089917770637
0.22965611816188,-5.23106322077664e-06,-523.106322077664
0.230115430398203,-4.60308390895296e-06,-460.308390895296
0.230574742634527,-4.04789395904087e-06,-404.789395904087
0.231034054870851,-3.55738482688978e-06,-355.738482688978
0.231493367107175,-3.12431077819866e-06,-312.431077819866
0.231952679343498,-2.74220192695933e-06,-274.220192695933
0.232411991579822,-2.4052854742324e-06,-240.52854742324
0.232871303816146,-2.1084144378187e-06,-210.84144378187
0.23333061605247,-1.84700321773382e-06,-184.700321773382
0.233789928288793,-1.61696939333442e-06,-161.696939333442
0.234249240525117,-1.41468119561569e-06,-141.468119561569
0.234708552761441,-1.23691014273149e-06,-123.691014273149
0.235167864997765,-1.08078836832274e-06,-108.078836832274
0.235627177234088,-9.43770210914753e-07,-94.3770210914753
0.236086489470412,-8.23597668600326e-07,-82.3597668600326
0.236545801706736,-7.18269356605643e-07,-71.8269356605643
0.23700511394306,-6.260126362756e-07,-62.60126362756
0.237464426179384,-5.45258612653842e-07,-54.5258612653842
0.237923738415707,-4.7461972430263e-07,-47.461972430263
0.238383050652031,-4.12869673439511e-07,-41.2869673439511
